MAG	group	depth_group	layer
s_SalMarWE160230MG_4_8867466_Bin_63	21	shallow_21	shallow
s_SalMarSW160130MG_3_8917055_Bin_26_2	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_45_2	2	shallow_2	shallow
s_SalMarSW160120MG_2_8867925_Bin_7_2	91	shallow_91	shallow
s_SalMarSW160120MG_2_8867925_Bin_47	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_48_4	2	shallow_2	shallow
s_SalMarSW160230MG_4_8917369_Bin_47_1	92	shallow_92	shallow
s_SalMarWE160330MG_2_8859004_Bin_46	21	shallow_21	shallow
s_SalMarSW160210MG_4_8917616_Bin_43_5	56	shallow_56	shallow
s_SalMarSW160230MG_4_8917369_Bin_50	93	shallow_93	shallow
s_SalMarSW160130MG_3_8917055_Bin_22_2	94	shallow_94	shallow
s_SalMarSW160230MG_4_8917369_Bin_55	21	shallow_21	shallow
s_SalMarSW160210MG_4_8917616_Bin_48_3	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_3_2	2	shallow_2	shallow
s_SalMarWE160330MG_2_8859004_Bin_2	95	shallow_95	shallow
s_SalMarWE160230MG_4_8867466_Bin_35	2	shallow_2	shallow
s_SalMarSW160230MG_4_8917369_Bin_26	96	shallow_96	shallow
s_SalMarSW160130MG_3_8917055_Bin_17	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_28_1	2	shallow_2	shallow
s_SalMarWE160230MG_4_8867466_Bin_13	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_9	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_22_1	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_42	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_31_2	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_20	2	shallow_2	shallow
s_SalMarWE160430MG_2_8858885_Bin_13	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_18_1	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_29	2	shallow_2	shallow
s_SalMarWE160230MG_4_8867466_Bin_11_1	1	shallow_1	shallow
s_SalMarSW160130MG_3_8917055_Bin_13	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_65	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_24	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_3_1	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_23	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_37	2	shallow_2	shallow
s_SalMarSW160330MG_2_8858939_Bin_13	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_31_3	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_6_2	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_6_1	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_27	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_26	1	shallow_1	shallow
s_SalMarSW160320MG_2_8858882_Bin_14	97	shallow_97	shallow
s_SalMarSW160110MG_3_8930491_Bin_23_1	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_30_1	1	shallow_1	shallow
s_SalMarWE160220MG_4_8859082_Bin_1_2	1	shallow_1	shallow
s_SalMarWE160430MG_2_8858885_Bin_9	98	shallow_98	shallow
s_SalMarWE160210MG_4_8867467_Bin_3_1	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_23_1	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_25	1	shallow_1	shallow
s_SalMarWE160220MG_4_8859082_Bin_1_3	1	shallow_1	shallow
s_SalMarWE160430MG_2_8858885_Bin_20	99	shallow_99	shallow
s_SalMarWE160430MG_2_8858885_Bin_1_2	100	shallow_100	shallow
s_SalMarSW160310MG_2_8856069_Bin_10_1	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_3_1	1	shallow_1	shallow
s_SalMarSW160220MG_4_8917368_Bin_42	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_4_1	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_32	1	shallow_1	shallow
s_SalMarWE160310MG_2_8859006_Bin_8_1	1	shallow_1	shallow
s_SalMarWE160410MG_2_8858966_Bin_1_1	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_34	1	shallow_1	shallow
s_SalMarWE160410MG_2_8858966_Bin_29	1	shallow_1	shallow
s_SalMarWE160420MG_2_8858952_Bin_3_1	1	shallow_1	shallow
s_SalMarWE160210MG_4_8867467_Bin_40	1	shallow_1	shallow
s_SalMarWE160210MG_4_8867467_Bin_6_1	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_37_1	1	shallow_1	shallow
s_SalMarSW160220MG_4_8917368_Bin_23_1	97	shallow_97	shallow
s_SalMarWE160310MG_2_8859006_Bin_19	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_27	1	shallow_1	shallow
s_SalMarWE160330MG_2_8859004_Bin_35	100	shallow_100	shallow
s_SalMarWE160210MG_4_8867467_Bin_31	98	shallow_98	shallow
s_SalMarSW160310MG_2_8856069_Bin_4_1	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_33	1	shallow_1	shallow
s_SalMarWE160210MG_4_8867467_Bin_16_1	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_10_2	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_8	1	shallow_1	shallow
s_SalMarWE160410MG_2_8858966_Bin_17_1	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_29	1	shallow_1	shallow
s_SalMarWE160320MG_2_8859049_Bin_20	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_16	101	shallow_101	shallow
s_SalMarSW160310MG_2_8856069_Bin_44	1	shallow_1	shallow
s_SalMarWE160320MG_2_8859049_Bin_17	1	shallow_1	shallow
s_SalMarWE160420MG_2_8858952_Bin_14	34	shallow_34	shallow
s_SalMarWE160430MG_2_8858885_Bin_2_1	102	shallow_102	shallow
s_SalMarWE160430MG_2_8858885_Bin_18	102	shallow_102	shallow
s_SalMarSW160330MG_2_8858939_Bin_29	100	shallow_100	shallow
s_SalMarWE160320MG_2_8859049_Bin_30	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_17	1	shallow_1	shallow
s_SalMarWE160410MG_2_8858966_Bin_17_2	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_7_1	1	shallow_1	shallow
s_SalMarWE160210MG_4_8867467_Bin_23	1	shallow_1	shallow
s_SalMarWE160220MG_4_8859082_Bin_22	1	shallow_1	shallow
s_SalMarWE160320MG_2_8859049_Bin_10	98	shallow_98	shallow
s_SalMarSW160310MG_2_8856069_Bin_6_1	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_7_2	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_27_1	1	shallow_1	shallow
s_SalMarWE160210MG_4_8867467_Bin_4_1	103	shallow_103	shallow
s_SalMarSW160220MG_4_8917368_Bin_2	1	shallow_1	shallow
s_SalMarWE160320MG_2_8859049_Bin_4_1	97	shallow_97	shallow
s_SalMarWE160210MG_4_8867467_Bin_8_1	1	shallow_1	shallow
s_SalMarWE160430MG_2_8858885_Bin_22_1	102	shallow_102	shallow
s_SalMarWE160230MG_4_8867466_Bin_15_1	100	shallow_100	shallow
s_SalMarWE160220MG_4_8859082_Bin_10	97	shallow_97	shallow
s_SalMarSW160110MG_3_8930491_Bin_14	1	shallow_1	shallow
s_SalMarWE160210MG_4_8867467_Bin_10_1	1	shallow_1	shallow
s_SalMarWE160210MG_4_8867467_Bin_13_1	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_32	2	shallow_2	shallow
s_SalMarWE160320MG_2_8859049_Bin_33	104	shallow_104	shallow
s_SalMarWE160230MG_4_8867466_Bin_23	1	shallow_1	shallow
s_SalMarSW160330MG_2_8858939_Bin_8_1	1	shallow_1	shallow
s_SalMarSW160220MG_4_8917368_Bin_14	6	shallow_6	shallow
s_SalMarSW160230MG_4_8917369_Bin_14	105	shallow_105	shallow
s_SalMarSW160120MG_2_8867925_Bin_26	106	shallow_106	shallow
s_SalMarSW160330MG_2_8858939_Bin_19	105	shallow_105	shallow
s_SalMarSW160230MG_4_8917369_Bin_20	106	shallow_106	shallow
s_SalMarSW160330MG_2_8858939_Bin_22	106	shallow_106	shallow
s_SalMarWE160430MG_2_8858885_Bin_21	1	shallow_1	shallow
s_SalMarSW160120MG_2_8867925_Bin_21	1	shallow_1	shallow
s_SalMarWE160430MG_2_8858885_Bin_5_1	1	shallow_1	shallow
s_SalMarWE160330MG_2_8859004_Bin_4_1	107	shallow_107	shallow
s_SalMarWE160230MG_4_8867466_Bin_4_1	1	shallow_1	shallow
s_SalMarSW160230MG_4_8917369_Bin_31	1	shallow_1	shallow
s_SalMarWE160420MG_2_8858952_Bin_8	106	shallow_106	shallow
s_SalMarWE160410MG_2_8858966_Bin_5	6	shallow_6	shallow
s_SalMarSW160210MG_4_8917616_Bin_11_1	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_45	2	shallow_2	shallow
s_SalMarWE160230MG_4_8867466_Bin_34_1	108	shallow_108	shallow
s_SalMarSW160220MG_4_8917368_Bin_35	109	shallow_109	shallow
s_SalMarWE160220MG_4_8859082_Bin_19	108	shallow_108	shallow
s_SalMarSW160320MG_2_8858882_Bin_22	109	shallow_109	shallow
s_SalMarWE160420MG_2_8858952_Bin_16_1	108	shallow_108	shallow
s_SalMarSW160230MG_4_8917369_Bin_34	109	shallow_109	shallow
s_SalMarWE160320MG_2_8859049_Bin_32	21	shallow_21	shallow
s_SalMarWE160330MG_2_8859004_Bin_39	21	shallow_21	shallow
s_SalMarSW160120MG_2_8867925_Bin_36	21	shallow_21	shallow
s_SalMarWE160230MG_4_8867466_Bin_7_1	21	shallow_21	shallow
s_SalMarSW160210MG_4_8917616_Bin_7_2	110	shallow_110	shallow
s_SalMarWE160330MG_2_8859004_Bin_18_1	110	shallow_110	shallow
s_SalMarSW160210MG_4_8917616_Bin_12_1	111	shallow_111	shallow
s_SalMarSW160210MG_4_8917616_Bin_12_2	112	shallow_112	shallow
s_SalMarSW160210MG_4_8917616_Bin_23_2	2	shallow_2	shallow
s_SalMarWE160430MG_2_8858885_Bin_26	113	shallow_113	shallow
s_SalMarSW160210MG_4_8917616_Bin_74	2	shallow_2	shallow
s_SalMarWE160230MG_4_8867466_Bin_33	113	shallow_113	shallow
s_SalMarSW160330MG_2_8858939_Bin_21_1	114	shallow_114	shallow
s_SalMarSW160210MG_4_8917616_Bin_75	2	shallow_2	shallow
s_SalMarSW160330MG_2_8858939_Bin_10_1	21	shallow_21	shallow
s_SalMarWE160310MG_2_8859006_Bin_27	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_51_1	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_43_4	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_43_2	115	shallow_115	shallow
s_SalMarSW160210MG_4_8917616_Bin_48_5	116	shallow_116	shallow
s_SalMarSW160130MG_3_8917055_Bin_36	2	shallow_2	shallow
s_SalMarWE160330MG_2_8859004_Bin_34	1	shallow_1	shallow
s_SalMarSW160330MG_2_8858939_Bin_30	1	shallow_1	shallow
s_SalMarSW160130MG_3_8917055_Bin_47	2	shallow_2	shallow
